label,scope,registered_on,author,why,hypothesis,scored_on,outcome
mc_residual_atr_blend@days=21.0,us_etfs/1d,2026-08-21,megacellar-pass2,"Second pass. The browser timeframe key is <lookback-days>_<schedule>, so the first pass scored a single invented 60-day cell with every-bar rebalancing. This carries the source actual eight-cell sweep, grid[0] being the cell its own leaderboard reports, or the cell its blog advertises for the three it names.","Still null. Cost drag at these lookbacks is ~0.01-0.10 pct/yr so the rebalance fix has little room to help, but the walk-forward can now re-pick the lookback out of sample, which is the fairest test the source has been given.",2026-08-21,"pass 2, full 8-cell sweep: 0 of 1162 published rule-sheets pass all four gates (costed and gross); best t 0.09; best-of-8 in hindsight mean ir_vs_random 0.261 vs 0.008 at the cell the source itself reports, and 0 of 123 positive walk-forward"
mc_residual_atr_blend@days=28.0,us_etfs/1d,2026-08-21,megacellar-pass2,"Second pass. The browser timeframe key is <lookback-days>_<schedule>, so the first pass scored a single invented 60-day cell with every-bar rebalancing. This carries the source actual eight-cell sweep, grid[0] being the cell its own leaderboard reports, or the cell its blog advertises for the three it names.","Still null. Cost drag at these lookbacks is ~0.01-0.10 pct/yr so the rebalance fix has little room to help, but the walk-forward can now re-pick the lookback out of sample, which is the fairest test the source has been given.",2026-08-21,"pass 2, full 8-cell sweep: 0 of 1162 published rule-sheets pass all four gates (costed and gross); best t 0.09; best-of-8 in hindsight mean ir_vs_random 0.261 vs 0.008 at the cell the source itself reports, and 0 of 123 positive walk-forward"
"mc_residual_atr_blend@days=30.0,rebal=30.0",us_etfs/1d,2026-08-21,megacellar-pass2,"Second pass. The browser timeframe key is <lookback-days>_<schedule>, so the first pass scored a single invented 60-day cell with every-bar rebalancing. This carries the source actual eight-cell sweep, grid[0] being the cell its own leaderboard reports, or the cell its blog advertises for the three it names.","Still null. Cost drag at these lookbacks is ~0.01-0.10 pct/yr so the rebalance fix has little room to help, but the walk-forward can now re-pick the lookback out of sample, which is the fairest test the source has been given.",2026-08-21,"pass 2, full 8-cell sweep: 0 of 1162 published rule-sheets pass all four gates (costed and gross); best t 0.09; best-of-8 in hindsight mean ir_vs_random 0.261 vs 0.008 at the cell the source itself reports, and 0 of 123 positive walk-forward"
"mc_residual_atr_blend@days=60.0,rebal=30.0",us_etfs/1d,2026-08-21,megacellar-pass2,"Second pass. The browser timeframe key is <lookback-days>_<schedule>, so the first pass scored a single invented 60-day cell with every-bar rebalancing. This carries the source actual eight-cell sweep, grid[0] being the cell its own leaderboard reports, or the cell its blog advertises for the three it names.","Still null. Cost drag at these lookbacks is ~0.01-0.10 pct/yr so the rebalance fix has little room to help, but the walk-forward can now re-pick the lookback out of sample, which is the fairest test the source has been given.",2026-08-21,"pass 2, full 8-cell sweep: 0 of 1162 published rule-sheets pass all four gates (costed and gross); best t 0.09; best-of-8 in hindsight mean ir_vs_random 0.261 vs 0.008 at the cell the source itself reports, and 0 of 123 positive walk-forward"
"mc_residual_atr_blend@days=90.0,rebal=30.0",us_etfs/1d,2026-08-21,megacellar-pass2,"Second pass. The browser timeframe key is <lookback-days>_<schedule>, so the first pass scored a single invented 60-day cell with every-bar rebalancing. This carries the source actual eight-cell sweep, grid[0] being the cell its own leaderboard reports, or the cell its blog advertises for the three it names.","Still null. Cost drag at these lookbacks is ~0.01-0.10 pct/yr so the rebalance fix has little room to help, but the walk-forward can now re-pick the lookback out of sample, which is the fairest test the source has been given.",2026-08-21,"pass 2, full 8-cell sweep: 0 of 1162 published rule-sheets pass all four gates (costed and gross); best t 0.09; best-of-8 in hindsight mean ir_vs_random 0.261 vs 0.008 at the cell the source itself reports, and 0 of 123 positive walk-forward"
"mc_residual_atr_blend@days=180.0,rebal=30.0",us_etfs/1d,2026-08-21,megacellar-pass2,"Second pass. The browser timeframe key is <lookback-days>_<schedule>, so the first pass scored a single invented 60-day cell with every-bar rebalancing. This carries the source actual eight-cell sweep, grid[0] being the cell its own leaderboard reports, or the cell its blog advertises for the three it names.","Still null. Cost drag at these lookbacks is ~0.01-0.10 pct/yr so the rebalance fix has little room to help, but the walk-forward can now re-pick the lookback out of sample, which is the fairest test the source has been given.",2026-08-21,"pass 2, full 8-cell sweep: 0 of 1162 published rule-sheets pass all four gates (costed and gross); best t 0.09; best-of-8 in hindsight mean ir_vs_random 0.261 vs 0.008 at the cell the source itself reports, and 0 of 123 positive walk-forward"
mc_return_atr_blend@days=7.0,us_etfs/1d,2026-08-21,megacellar-pass2,"Second pass. The browser timeframe key is <lookback-days>_<schedule>, so the first pass scored a single invented 60-day cell with every-bar rebalancing. This carries the source actual eight-cell sweep, grid[0] being the cell its own leaderboard reports, or the cell its blog advertises for the three it names.","Still null. Cost drag at these lookbacks is ~0.01-0.10 pct/yr so the rebalance fix has little room to help, but the walk-forward can now re-pick the lookback out of sample, which is the fairest test the source has been given.",2026-08-21,"pass 2, full 8-cell sweep: 0 of 1162 published rule-sheets pass all four gates (costed and gross); best t 0.09; best-of-8 in hindsight mean ir_vs_random 0.261 vs 0.008 at the cell the source itself reports, and 0 of 123 positive walk-forward"
mc_return_atr_blend@days=21.0,us_etfs/1d,2026-08-21,megacellar-pass2,"Second pass. The browser timeframe key is <lookback-days>_<schedule>, so the first pass scored a single invented 60-day cell with every-bar rebalancing. This carries the source actual eight-cell sweep, grid[0] being the cell its own leaderboard reports, or the cell its blog advertises for the three it names.","Still null. Cost drag at these lookbacks is ~0.01-0.10 pct/yr so the rebalance fix has little room to help, but the walk-forward can now re-pick the lookback out of sample, which is the fairest test the source has been given.",2026-08-21,"pass 2, full 8-cell sweep: 0 of 1162 published rule-sheets pass all four gates (costed and gross); best t 0.09; best-of-8 in hindsight mean ir_vs_random 0.261 vs 0.008 at the cell the source itself reports, and 0 of 123 positive walk-forward"
mc_return_atr_blend@days=28.0,us_etfs/1d,2026-08-21,megacellar-pass2,"Second pass. The browser timeframe key is <lookback-days>_<schedule>, so the first pass scored a single invented 60-day cell with every-bar rebalancing. This carries the source actual eight-cell sweep, grid[0] being the cell its own leaderboard reports, or the cell its blog advertises for the three it names.","Still null. Cost drag at these lookbacks is ~0.01-0.10 pct/yr so the rebalance fix has little room to help, but the walk-forward can now re-pick the lookback out of sample, which is the fairest test the source has been given.",2026-08-21,"pass 2, full 8-cell sweep: 0 of 1162 published rule-sheets pass all four gates (costed and gross); best t 0.09; best-of-8 in hindsight mean ir_vs_random 0.261 vs 0.008 at the cell the source itself reports, and 0 of 123 positive walk-forward"
"mc_return_atr_blend@days=30.0,rebal=30.0",us_etfs/1d,2026-08-21,megacellar-pass2,"Second pass. The browser timeframe key is <lookback-days>_<schedule>, so the first pass scored a single invented 60-day cell with every-bar rebalancing. This carries the source actual eight-cell sweep, grid[0] being the cell its own leaderboard reports, or the cell its blog advertises for the three it names.","Still null. Cost drag at these lookbacks is ~0.01-0.10 pct/yr so the rebalance fix has little room to help, but the walk-forward can now re-pick the lookback out of sample, which is the fairest test the source has been given.",2026-08-21,"pass 2, full 8-cell sweep: 0 of 1162 published rule-sheets pass all four gates (costed and gross); best t 0.09; best-of-8 in hindsight mean ir_vs_random 0.261 vs 0.008 at the cell the source itself reports, and 0 of 123 positive walk-forward"
"mc_return_atr_blend@days=60.0,rebal=30.0",us_etfs/1d,2026-08-21,megacellar-pass2,"Second pass. The browser timeframe key is <lookback-days>_<schedule>, so the first pass scored a single invented 60-day cell with every-bar rebalancing. This carries the source actual eight-cell sweep, grid[0] being the cell its own leaderboard reports, or the cell its blog advertises for the three it names.","Still null. Cost drag at these lookbacks is ~0.01-0.10 pct/yr so the rebalance fix has little room to help, but the walk-forward can now re-pick the lookback out of sample, which is the fairest test the source has been given.",2026-08-21,"pass 2, full 8-cell sweep: 0 of 1162 published rule-sheets pass all four gates (costed and gross); best t 0.09; best-of-8 in hindsight mean ir_vs_random 0.261 vs 0.008 at the cell the source itself reports, and 0 of 123 positive walk-forward"
"mc_return_atr_blend@days=90.0,rebal=30.0",us_etfs/1d,2026-08-21,megacellar-pass2,"Second pass. The browser timeframe key is <lookback-days>_<schedule>, so the first pass scored a single invented 60-day cell with every-bar rebalancing. This carries the source actual eight-cell sweep, grid[0] being the cell its own leaderboard reports, or the cell its blog advertises for the three it names.","Still null. Cost drag at these lookbacks is ~0.01-0.10 pct/yr so the rebalance fix has little room to help, but the walk-forward can now re-pick the lookback out of sample, which is the fairest test the source has been given.",2026-08-21,"pass 2, full 8-cell sweep: 0 of 1162 published rule-sheets pass all four gates (costed and gross); best t 0.09; best-of-8 in hindsight mean ir_vs_random 0.261 vs 0.008 at the cell the source itself reports, and 0 of 123 positive walk-forward"
"mc_return_atr_blend@days=180.0,rebal=30.0",us_etfs/1d,2026-08-21,megacellar-pass2,"Second pass. The browser timeframe key is <lookback-days>_<schedule>, so the first pass scored a single invented 60-day cell with every-bar rebalancing. This carries the source actual eight-cell sweep, grid[0] being the cell its own leaderboard reports, or the cell its blog advertises for the three it names.","Still null. Cost drag at these lookbacks is ~0.01-0.10 pct/yr so the rebalance fix has little room to help, but the walk-forward can now re-pick the lookback out of sample, which is the fairest test the source has been given.",2026-08-21,"pass 2, full 8-cell sweep: 0 of 1162 published rule-sheets pass all four gates (costed and gross); best t 0.09; best-of-8 in hindsight mean ir_vs_random 0.261 vs 0.008 at the cell the source itself reports, and 0 of 123 positive walk-forward"
